track_id,tsne-one,tsne-two,tsne-three
38nyi6J4H44dXpf0PE3bWE,4.9124312,-1.3059555,-4.7054505
2pQ4sMgskv2XeGCInss0qB,0.71259856,-3.8883538,-5.7006354
0uQzOOq3aC9mszrmLLYoU3,3.1281564,-3.4187758,-9.828781
7mv4eldXEFbf3s3ZEfbmlC,-8.803403,-0.5028979,-4.0861044
0XOMoQbYxYPVLxwK4VDmNA,-4.733417,-3.2076907,3.2220485
1zIb1bYJAo1UdR2Xf4oESb,-4.7781544,-2.8616018,4.7996063
1iTWoKAdilGEmit6xhQZje,2.9261212,-5.9266853,3.9280226
2zjGJ0dChMR0KxBZS15aqo,1.5073977,0.22182229,3.1355526
2n5gVJ9fzeX2SSWlLQuyS9,0.88603383,4.2703195,-5.887667
61zTSexBvC42Db8jxMHuKx,-4.1000957,-1.5567398,3.8434298
4NwfHcBSQ604NUvEMvHstw,3.0499918,-1.2124794,-6.283764
7cW1wHpSLYgKWzoWlOCPFJ,-0.99869937,-8.028136,-0.45391595
39RWYLt6hgk9BbhkDgaHW9,4.3081827,-5.115582,-0.8757146
3AEgic4yp82NxMWUjHtxnO,6.5992823,-6.266782,0.9784644
2nKYHpmwjLaEOXS3o7QMiz,3.4816546,-6.632911,-0.5781348
1GeNui6m825V8jP4uKiIaH,4.965886,-1.3184927,-4.6911783
5Z8HZM6iQMhhqyPcCGY5g9,5.017169,-0.033972286,-3.4678397
6igOR5QCn09zAVF2ikZjsV,1.5012436,-5.5516996,-1.9718
3pTScODwk9tggZzmuH6xDY,3.5900567,-6.378988,3.4060774
5UmRDaMPkV6g2HVMWoKx8u,4.518497,-5.0706096,-2.8172154
3s4mrPrEFFPF0LmAfutW0n,5.065192,-3.4206192,0.83665293
369g3Kv6MXsl0wn7PNtWvO,2.1576111,0.65324223,-8.27095
5TnLXSd4h6G06Fbt2ApOpa,1.3533075,-1.0769094,2.2828984
0zNHMc1cGKe4MO5rtGtKRh,4.06476,-8.958899,-4.310838
1wJRveJZLSb1rjhnUHQiv6,0.4897117,9.556156,-2.2910361
5YGhm6pI5s0uxJ2DwrDYqO,0.6327574,-5.777361,-1.1987505
5KPuc7JG5IrI40t98BRrjt,-0.92238516,-6.8859553,-1.3772794
4sWuPniHClkInYAnzXAYUF,-1.6594822,0.9669821,-9.654738
4dAMdQ6g4kGmnc1MDHsg77,3.0347688,-7.0993958,-0.83692324
2bQxqezLVNiJVeLO0RWPON,-0.209788,4.929826,-5.4580317
4B7fTyj1FIPvP9tT5X3DnR,-1.7842357,-3.4174192,2.1858392
3cuykPS9TJOWufYPvTUOTN,1.3686665,5.6564274,-5.517114
4T2dHb8XBYHlVj7Dyo1cW9,-2.0737696,-3.5398817,2.2729483
1axI5uyyrKKRqamtKllTmE,-8.830811,-0.34148696,-4.1813884
2wB5xwzugb4KyfrIwGDkE4,3.109705,-1.8711389,7.9670653
0OsYwz3SCLD98IvWfdLeRQ,-1.6078833,1.4944429,-9.858522
3LPRKQKIlwova0VkaKB1BG,0.46742496,-2.1282003,9.076402
03cElm8polfuCWxY5g5izH,0.039568998,5.8226013,-4.765093
5sT2yQrTJbs0aubnGwuuiw,3.4532728,-5.1388683,1.8819325
6klLvorLoo1sxvZcjJIY8I,-2.7002609,-3.055636,-5.8517866
3O7lxdQoe1aNWs93VSHsJg,-0.070829086,1.0772235,5.5980716
3QzAOrNlsabgbMwlZt7TAY,2.267259,1.2510016,3.6718953
4vSoyDfL0uZyUoWu5NNNsQ,-1.2964133,-2.8922207,-6.2278204
3V3JxDpiUg0RAt1Mfbn6Ht,0.21682735,-3.5339758,-6.0478168
3sA7HKGzcKTVscdiTCrWpX,-4.7859282,-3.4596343,5.432269
3hYBu3LRhapDItoL2R5aK2,-0.22096926,8.777694,-2.0761778
6Gg1gjgKi2AK4e0qzsR7sd,-4.60299,-0.15745503,-5.7900987
2qGfZAgDe1pV2y5xJAhi6R,-4.0023727,-2.5824573,3.8712711
0QVvkAOstRG26pVYN95CeL,0.43010962,8.601053,-2.1586635
5PIfH6BzcmH04RDmtzF0BN,-4.791036,-3.4415762,5.4174333
3eeyKNIBrt5TH4y0y3QkOu,-1.553925,0.8590856,-9.660254
6xqZi5JTTk6XIMLvy7w5JJ,-0.7952927,8.733839,-2.7771118
5IdAcHb4cwtexqMlOojWhR,-4.6783543,-1.7024829,-5.2984557
5A6tFAdihqILHJrWuR6wD4,0.8234536,-6.307388,-0.9607776
3TXy6nchgKeYlVwOKNk9lE,-4.566037,-0.18936506,5.722149
2j7mcsEz4n5XxMMqqjjB6p,-2.3425496,6.307175,0.11570646
2nKYHpmwjLaEOXS3o7QMiz,3.481564,-6.632954,-0.57811666
1OjiYBvBYSKwLQP2bryPYw,-3.6061504,4.460637,-1.489132
2QpGZOhTCHHiKmpSO9FW4h,-5.099208,-3.1702082,-6.5384336
2Mm239hUicUXlB44D2AACJ,-2.363022,2.5900164,7.3027368
5lBzjMCr2QRoNlleZq6l7P,0.5056431,-4.91976,4.198761
34oWbFBfGEElvgO0a5c9V4,5.8378954,-1.872678,-3.6021113
4b4dJE88qfJ8nRGe0dkCG0,-1.2884723,-3.971,3.4665132
1CiR9MK8zVPKtGrHe4LFPb,3.4687562,-6.3552885,3.6151361
4zrwPfq5ENLzjq41Txs2HR,-0.6443123,0.86153567,5.3337893
3DxZfFYJLwKDJtUwnLEhkL,3.872877,-5.060456,-0.96280444
3fEpuoSr8ufvyRR7s2jB3U,6.928106,5.6420283,0.11964693
03nPEoQOYMuDe7KmGljpmd,-1.4898633,8.8701105,-3.142126
3DXncPQOG4VBw3QHh3S817,-3.0019038,5.851614,-3.4675765
1OAh8uOEOvTDqkKFsKksCi,-3.0785422,4.577434,-2.954035
608a1wIsSd5KzMEqm1O7w3,-3.9943275,4.888421,-7.766292
6Dq8FZrvx9S28iyaKSwn9x,-2.998659,6.013095,-4.446041
6X92l986jasw5nvGsblwk0,-4.4918113,-1.5214883,5.0934024
3eBa8WLuW8b2Ext8cyRhOv,-1.8593996,4.440456,7.931019
2qLcJOLrh6Djda4uLbldSA,5.750019,-0.7567672,6.5627127
7CEJH5Ed7FBbXF6CqBQPlJ,5.9351525,-2.506471,-1.6475796
4zCT3BNbQlt6IdaxJhukNp,2.8275359,-5.838081,4.269729
3xnXmhvnsc64MnCQGwwBiH,-0.28254962,-2.1171474,4.2274394
3fB96InfRUB2DCjbrfzKUt,-3.2634852,-5.382887,4.2493477
01Ch5LzVStxCFPKkT1xg6k,1.9671321,1.7825179,-7.5290384
2BJSMvOGABRxokHKB0OI8i,-2.8800032,-5.3413143,0.060944274
2mYDDUkBcgFNBqkWctyyuc,2.7641056,-1.069445,9.12574
6wN4nT2qy3MQc098yL3Eu9,-4.9241176,1.684134,4.9852333
3SZqA7rQvROJsCbUu2v0xa,-1.7005215,4.2935233,8.577173
3R9j8urSPiBbapNbyuSYkE,-5.159891,-4.2962,-2.555617
56AMYGJzxBO6p8v0wEe9de,6.317121,-0.54813296,-2.5737774
3TOfcOKNuu6ZPZXJie5msH,2.2876322,0.38513392,3.9171135
5GG3knKdxKWrNboRijxeKF,-1.0720593,-2.5953665,-7.7462807
2rUwQj4SWaP2anuGDtNpYR,-1.8837068,4.152512,-4.9778943
5RqsqQU0erB0OgLbwem6pU,-3.0837271,-4.457624,6.1876373
5ravc2aiNoYmu9m37diYXW,4.374002,-4.3198395,-0.47530198
2INhKpUdzh7v0j041gZNsz,3.7056065,-9.087353,-4.0584984
2VIMXmWUIqhMqg6h5FOFPG,0.011402741,1.2402655,5.634947
1jeGQJsJHwaeRhfoQ2BvMB,4.917507,-3.7097173,3.1800327
4IO8X9W69dIQe0EC5ALXhq,-1.9143791,-2.7515633,-6.8870163
6JyEh4kl9DLwmSAoNDRn5b,-1.4395381,0.6077293,-9.48253
1Wsbr1d2BouNGk2q92mIj7,-1.5013368,1.1106653,-10.071835
4cAgkb0ifwn0FSHGXnr4F6,-5.979844,2.124645,3.8561242
42GcjriRK6srwHkfbkBqVl,-6.287362,2.7671885,4.144091
6ScJMrlpiLfZUGtWp4QIVt,-0.60142213,-2.8578587,-6.355348
0z5ZPs57J2KERwM1tBM2GF,-0.7613451,10.242048,-1.5992187
4e34Qq2lkp92egwgjacVcT,1.6402199,4.3043537,-6.2589974
2FvD20Z8aoWIePi7PoN8sG,-2.7681649,-5.729979,-2.4880662
55WLWX71YkHt2tSucNIf1g,1.852707,-0.7241369,2.967267
1pyeIeIBIJ8VAJpF0pNPu0,0.97051823,-6.024489,-1.3531215
1q9jq5X5vwmewjOa2mHtQ1,5.141395,0.15227866,-3.2560399
6ZthdsKjWtiCxnxbhs74vF,5.0516024,-5.8269186,-0.953916
0BOmhToQ03yOdpzYKMEnAg,1.213544,-5.7365365,-1.9430363
2OaKHGvIxoOzIYjyMsxcT8,3.5799553,-7.2447333,0.34155324
38844QuZDlnt44uHPrSA3S,1.8072082,-5.247095,-3.634266
30YhyUmaegqSxsBICCeVzY,-3.006064,-1.1777902,6.446271
25oOaleife6E2MIKmFkPvg,-4.1004896,-1.4406433,3.0346918
5MD2QLnFM2ChpKAh33z0zr,0.47368506,-2.8634074,5.417453
1qPK58q90l8KNoWyXsLI2Y,0.5284781,1.7079343,-6.735107
1e9QSdX5uLUw6vbrkZJyXi,-2.4844096,-4.4702487,-6.6405563
1bIEvOOqf2V3QBrFiClE3Y,-0.16941953,8.772201,-2.3733795
0Hsv3vsubhYonQg6rAy8Nj,0.40653065,-3.341344,8.449806
0W1ZfgXpC23RYQPDq7RM5I,-8.874257,-0.6824632,-3.9298089
0H2s2OnUAcK3oHi1EbrXaw,0.25642794,-4.7245965,-1.821343
1D5dKs5tA5cIUp85HJdUAC,-0.9070461,-8.317241,-0.5878955
4XRABck4iyZrh5yJ7nOWOi,3.0548127,-7.1117406,-0.76242334
1EKjDcyvidaCcVccAZCaUO,0.95164967,-9.154199,3.1823668
0TJB5ba0xhMOxS7F52HUJv,-2.7446449,1.009265,5.971576
2NSWi83peog6gHerzlMCqU,2.674255,6.7968087,2.5011828
4LM5AgiA94oHVtalcwaTRm,1.1739995,5.559952,0.566
1iOFj3NuKgmPfmFGwPUN4k,-2.4549487,-4.785736,-0.45728466
0p3tGNjc5enjSCnH1GljiH,-2.6417665,-3.1835518,5.329398
6IpvkngH89cA3hhPC84Leg,-4.2375655,6.994001,-0.17171474
5BbdKBZO0TH0GhfxUfyhL9,1.4221253,-0.20932235,3.2593515
0T7GMqDSnmVEXUx5NIQfNn,6.115444,-3.4543712,0.021620661
1UrZtZSwQFi4slalewKEtd,-1.2235502,-6.7249246,-0.7072261
4novMmedjP9sZpTKO2SCr8,2.40088,-7.3664765,2.6407237
7q3KLkatqLCyAgo2GG4T8h,4.1141305,-4.1420927,5.343032
7i3NiyX4x4WZ8xZjIXWi4s,5.7905836,-4.671671,2.2186325
2B0AxMqUogPFVVU5smNpTo,1.6157591,2.1895294,8.617186
598yNsG1JFrGd4n2kMoz7F,0.65095884,-5.5255632,-1.1874281
1Np92e0PSE4OzqZyGFTOsh,4.8021407,-3.7298682,0.22516918
7BxpObs6K7Yio5lVb3sMYX,4.6370325,2.317483,-1.5735765
5aQOHotPzjOYUXj6T4b8P6,7.693702,-3.9107854,4.938974
6MHzojoDbKGfPlC4ulsvEW,-2.7360444,-4.9357615,-7.4433
0Xek5rqai2jcOWCYWJfVCF,-0.032660566,9.016198,-2.4374158
7MaqxK7LOZD2ND3s3DF7TL,-1.4967954,2.405426,-10.527001
1pChm8ih9LlKhWncBJ6HLr,-2.2692177,3.8616874,10.183137
7ys0nGvxArEZXDDC7ThDoK,2.1122801,2.011536,8.208055
0z2lG3tsvwYRZXLdqxEJfG,-1.3937036,-4.1073256,3.5853012
2gu9ASgJ6K8RNbKU3vlxOF,-1.6107912,-3.1269002,-9.357562
1bTePirEX40pt4IbpthGmX,0.37604177,9.056373,-0.05358676
3BXXkwyhsHM0EPApHMhQC5,-1.5386701,-4.4605155,3.2020152
7eEHVynCtT9pdUuiR0jEC1,0.98347884,5.650194,-4.7254195
7zLYKWcXnYeHHWidalz7rj,5.160564,2.756441,0.37596545
6vG3Zv9VEA6YbJPJ6ar5Y7,5.6228623,-4.0763135,2.213432
1QRJb5VY3sIkCKcTuIKCrk,0.7374785,9.063125,-0.2409713
3ZhTT6yjZwpPph5MIJ53XY,-4.3515787,-5.034745,1.7669412
3YeJXuRSNS5FYwOsDu44kD,-7.1950684,1.4120306,4.2107697
6YyvzSFCx1qogS5VWfXc6B,-1.9353809,2.5179772,8.98642
01gNiOqg8u7vT90uVgOVmz,5.27665,-0.4151342,6.740932
3vWxQ6wOfMr8zH1u7pVFI6,-3.008796,5.6954284,-3.268153
3eekarcy7kvN4yt5ZFzltW,3.3286414,0.8163646,3.9485202
177WEvlLsCc0FzCTWslawr,-2.899993,-5.7959075,-2.4708118
6scpNkWEmUxmKY7nYjVLsX,-2.440522,-1.0424589,4.619389
7DuvVy7JfFgXwWlVzyyPys,0.91427,-8.476604,4.0399957
6BKeNWeUqxmvQ09Gxd3ZGX,-3.2841747,4.350436,-1.9308217
4B8vU5oDXVxO5OkLAI4aLx,-3.9343514,4.480185,-8.983529
7pMRoGLEJuFM2wl5pt0R99,3.4797332,-6.5731254,3.1628559
6ekV6MGnPTuCOnjB4VcWGc,-2.1838865,-2.6835618,-8.508084
4TWflhgevIGo448fWc6mQq,6.284081,-0.6925091,-2.4826229
0tdCy39PgWN8LFWu34ORn3,5.0039062,-8.463297,-4.688792
6Ozh9Ok6h4Oi1wUSLtBseN,-3.17663,-3.2370334,-6.127778
6YfTl5YupXOQBKiJJLrxcw,-5.562947,-2.0998418,-4.3792253
0fySG6A6qLE8IvDpayb5bM,-2.749431,-3.0617738,-5.774914
1CCDIow4pPYyJYzhtTUYz2,0.9946935,3.8181982,-5.9232845
0c7K73roy6RW4ebDkf4yGh,-5.3097935,-2.3496957,-4.4239173
5hDAT527wXWNBnJlujhuUs,-1.6987921,2.5156345,7.2799506
1yxgsra98r3qAtxqiGZPiX,-2.2359731,2.4757774,9.602917
3aaRK3htdVkK2pqOI64FEb,-5.670759,-1.8444555,-4.5642543
0ZeAEOI1A33pYLNbSS4VFQ,-3.1781027,-3.7430544,3.234378
5oeKHrUHPT4lUKrDRVlWNp,-5.898412,-3.0055902,2.8477452
1N1yRlgw2AgZeVndoGRFIk,1.6021338,2.51692,8.421824
7yyRTcZmCiyzzJlNzGC9Ol,1.7326053,-5.614157,-3.5813403
1Wc1SQwiThvSu9dMc5opth,2.0486608,-9.066688,0.46327356
3ALgsy4RtDm58xl3VNoSgZ,1.0697635,-2.5188465,3.8283255
6tarvNiKnEjYMj1VZhlDqR,-5.3653507,-3.4489584,-2.3032591
6K2anECyrckidwf5wxS78Q,4.1290126,4.850291,-0.40066266
5hx4FpDZOnDVYlyoG3rMks,2.9213119,-5.9188952,3.9392526
2xEvCnhZMxvvRwaF4le8UV,5.0521216,3.3311603,-2.1562304
5uAMiB0RMCjdq7p5mEjfY1,3.8172612,-5.0838675,-0.9821714
3GX2hFAekmSduZzcS52OnR,-2.0656264,-4.978924,-0.4799919
5QNeckfTYKateLNPThnx0Z,-0.8861719,-8.454994,-0.6346315
696DnlkuDOXcMAnKlTgXXK,2.1297693,2.214374,-8.79207
7rN4EEiOQEO73tnjrrt5Tn,-4.909874,2.0387151,-7.0620174
6tZmrNnFao9ofNviYqJwOH,8.406943,4.699954,-2.1356466
3ssX20QT5c3nA9wk78V1LQ,0.5955027,5.0327735,8.942734
2xTft6GEZeTyWNpdX94rkf,0.65710723,5.090389,8.944325
6uYgCE2OEulOw5zhHvZsHf,2.670477,6.7892537,2.5093126
1FxTz4x5X7ewAICkKhB3kA,6.9584103,-5.890068,0.6496661
3shHzEWwP2671lV4AscHhZ,-1.4073088,-5.3156104,-5.5953336
0wdKiSBUT7aZkXUIdJWcwC,1.7094058,-1.5726405,-5.9815626
7tgjDlQsMR8RvkdlNCJA58,4.124792,-4.191079,7.265815
0jBJIQuToUUOEx7JJkiPzm,1.0919662,3.4504972,-5.765152
46IdjlVO3EmaMqooXZ1Hcu,0.86203444,-6.086573,-3.341853
6dktyiCWz2JYGmcPQ5D5dY,4.8496275,2.6100478,-0.8752124
6JsHgIkMYHcbNtKfsal2Mg,-0.98786217,4.2240076,-3.0157602
4vNeJ6DoAlTPzoYO9W4mJH,-1.1737331,9.781629,0.5814882
1KjQPDJQCUuqDj3AmfSBCa,-3.5082705,1.0608598,-7.443855
1fG8MS1E6aCXybCzPrx5vA,-9.368605,1.8720472,-2.7757933
5Dyrfn8kaxoisPK8mgN8Hc,1.3011007,-10.05662,0.3312255
6oV5zsbz9V2nZ79PYam9yC,-0.6684552,-4.7912264,-0.11945152
2lH43POZa4XHxydnZizET5,-3.3065932,4.1901345,-2.7011082
2GN8cwTiUEUBxc03fsA0C0,-5.1390476,-4.0814776,2.596978
332JQaT9IA2SiJlGox8opM,-5.824812,-4.4167514,2.770383
7jCkMZdvs8ABVd7fAHyQHM,-1.6603897,8.527649,-1.7119532
6vO5OZ18h33ZO40S9plFDx,-6.097597,-4.7244835,2.9271038
5fmTiyocDfiXbUZ4SpdXRm,4.6451197,2.2561827,-1.6052103
7jyEd4uKAFVl8wizsxZAMz,-2.4700382,5.999338,5.2285895
6iZAmCxnGmoMraKoS7Dtz4,-5.471365,-1.1312102,-4.838376
0c473vwMZxxXcdhHay62PN,7.0632644,5.578587,0.30214527
2rGgIteiX209jWcsbS1MXq,0.3010077,0.75752854,5.5746875
57vxBYXtHMk6H1aD29V7PU,-6.76103,-5.0560613,2.4010952
5bvnqVuq7UFl0txSlHpsfS,0.97808915,0.22081816,4.2508516
0wX5qQkp7iuzHtidir6Vhs,4.5243735,3.7898471,-0.7054254
0sf12qNH5qcw8qpgymFOqD,-6.668904,-4.9379387,2.3972898
4iniY3CZTm69zPvIYZNuuZ,-1.8977194,-4.594898,3.6805072
4gRkhkJHnmtR3eVEPQtpEw,0.33902952,-5.742721,-1.341942
5cVXuclMrxbHOFy3q4Yo8R,0.27647606,0.80901754,5.767916
456VGUkWQopbY9ObfXnAvs,-7.897055,0.8373683,-4.18052
4QiR8XUT5VgN2vVxXeegdo,-6.810912,-1.146895,-4.3902826
2MK1TAxqglVFFvqZ2tGdJG,3.607366,-5.456717,-1.4987146
2gwkD6igEhQbDQegRCcdoB,4.552361,0.21656676,-4.235129
51Fjme0JiitpyXKuyQiCDo,6.947387,-5.935716,0.73436016
3l037BPRVsh0kJOg2PCuFm,-0.6661023,9.488237,0.418898
05mDaV9Vb3wrzjF6OPZnhq,-6.5314384,-1.1921843,4.190924
2t7imiRcWrZvEfc8K3YtEh,-7.3621535,-1.58966,-0.9092407
6TrjaOqUwdKQ7KNxJr2s9Y,-3.0869043,-1.166412,6.521309
6dnrppGRbt8fie18Lcd9Dd,-6.1088686,-2.2011285,-3.0587149
6oz0TkxZqdcyHYp5UOjvri,-3.6703665,6.3163624,-6.8508387
3V0assD4Gg4BrXFzDrcWVj,-0.44965756,-3.5005734,-9.795303
7HdZY9UJTylIiNcSDFyUDc,-0.71666926,-0.37485507,4.848079
5CYRfPViGWqsLoypm1bX4u,2.4329245,1.9400828,-8.0089655
5A8EYS9Z4hz4EmtU8W8kI3,6.6356792,-3.9981723,0.03725122
01NaNxAEmbxcmbfvCFQduv,-0.017331311,8.763852,1.314535
7xfo9csQ9xvv8f2mL7sp4m,-7.6686587,-1.6288091,-1.10567
3yppetp34X4L7eqqrPGgSr,-7.376253,-1.5698237,-0.95497864
1cdCwU8dUHGcoWX40D781S,-4.3975177,1.4910582,-7.4002337
5kcOXucLoFtzDYXf6uI30N,-4.273726,4.894884,-5.620713
0VM5acl9Q1cPTZH9BvKI2U,-1.0962632,8.575837,-2.786301
0Z1nbG2KOuRKntstSAkSox,4.379996,4.5846987,-0.3141875
3Mzap62w1IyrknkxFrb7sv,-5.6537905,-2.9831228,5.388823
0s03kNljvqzU62rnWyH4j6,-5.0392175,-3.6406624,2.5263367
3Osd3Yf8K73aj4ySn6LrvK,0.7815938,3.6923735,-3.437514
4Li2WHPkuyCdtmokzW2007,-2.8752975,1.9975188,-6.64069
7esMRbSzvLv60O70XLZFbc,-3.488964,-0.8966938,5.491368
6vegnfDS8DAEaCqWaPYGPy,1.0255802,2.3227754,-9.229203
5n8Aro6j1bEGIy7Tpo7FV7,4.329937,4.3581734,-6.1072855
6KIKRz9eSTXdNsGUnomdtW,-3.603829,7.6506596,4.2062955
2PpruBYCo4H7WOBJ7Q2EwM,-3.9122124,5.0345926,-2.5208364
591tEk8EZ4wcgiDVnbTX8V,0.008345412,-0.50425225,4.6977906
2nCtq0LEyqpSqwWf34FhXQ,-1.202056,-4.3544655,5.047502
7lE3EioRmxQPPp0WKx1n4J,2.873825,-2.335052,7.8618875
5hMoQ4CXKaqIT8oyeC0QDx,-0.4517433,-5.132619,-0.1834958
0i13kILDvqXijVH5UBA2De,2.1641593,-4.4297276,6.2177405
3AP0eD0OkIVTIoymrJgQMH,-2.8734398,0.078523956,-8.376145
2CEXhYY4cGmjyTyZJw7Wo0,-3.8118806,-4.4234576,0.20716754
2t8yVaLvJ0RenpXUIAC52d,-1.9498807,-0.90587896,6.8651814
0hPLZrnDgtKxrym1BHjDhd,0.7847215,-2.5644913,-5.471219
6fwdbPMwP1zVStm8FybmkO,2.8240619,-7.481764,3.2714434
4paAidoE8VAemwU4jgCc6l,-4.2820187,-2.1403172,4.1235476
0RiRZpuVRbi7oqRdSMwhQY,4.68226,0.46123368,-1.4474555
7CZyCXKG6d5ALeq41sLzbw,-7.011399,0.2905285,3.9948735
0t3ZvGKlmYmVsDzBJAXK8C,-6.56748,-1.204302,4.0874515
21jGcNKet2qwijlDFuPiPb,-6.843035,-0.6484138,4.449246
1YscJ7yVTlFxW3eF6pv5ba,-3.3744867,0.836615,-7.744773
1lOe9qE0vR9zwWQAOk6CoO,-2.3751605,-5.388259,-0.8997278
4e0FYxSROat25pH16zMTZI,0.8389062,-4.6111784,-7.7940063
0WoAkdHmgPmEXfiBox1flk,-2.974618,-4.2421885,-6.670378
3e39X4Q74yJzsYUEeyf4ws,-2.9162436,0.17249303,-8.344334
4LH1gsNA3wUS6QKkGZoJN8,-1.6501116,-2.987133,-5.893049
6PoKfDY78ih5OveWirggRX,4.392401,-4.790569,0.869846
7roKDmJDOzkpfGpUQJ5EnL,-3.2272446,-3.2354164,2.298191
1yQvL8SzbF5JCroRKk9F07,-3.9452958,-3.310414,3.3017817
16QjPRt5HYK0dnLGmGRCvf,-0.8810718,-8.098603,-0.47021067
0p0jvYdazuWBMC8QacxpUH,2.8147013,-7.3274603,-1.0896223
2Am26UXisQ91vBLYdqd7Pa,-6.0236716,-2.3123267,-2.5521662
7HLglWbzDheHZ3VZUbxGLC,-2.5156047,-3.3856025,5.52889
4T7cJdrTRqOBESPYfvfj2x,-3.967629,6.796061,-6.5625615
1jzOG0T6JjvaOoHgzl91Nd,-2.2627633,-3.329178,5.1660175
5nzhL67GpF9szXWg5y509A,0.14580102,-3.6096864,-6.1433315
78QR3Wp35dqAhFEc2qAGjE,0.84228176,2.1445506,-9.472994
5zdWd9T4e2QDPyJAvzlADw,-3.6586807,-3.6218328,3.2854893
6ghs7wcpS23FOsDpR8D2MW,-1.4976721,-7.701129,-0.79537594
2UklguqGfmTK6YHbwxY9xP,4.710572,4.7516565,-0.5030016
577YBGuskWkVDCxZrLRB4v,4.353085,-4.8673954,0.7410447
4F6yN5FsFW10Ucx7cLCzBh,9.245358,0.45575413,2.5898035
3yIZgYN7AKO3cDueyhpuCS,4.6835966,-4.14767,1.8563905
3zxiTHxE4MxwuYf8aLQ9ax,2.953397,-5.2974668,1.3004192
6pidGCJ9El17HdXaPO0OO2,-1.408135,-6.9582534,-0.5810498
6XeZ32B9HbV6ZrU6NTR2iM,0.357635,-3.5949743,-5.9571357
0I1gjYB0yjwYXBn9SVOh3n,-5.180324,-2.982563,5.0605807
3xibgHbKeEgSSAXR5z3cwt,-0.6493012,10.264483,-1.5039167
